premise,hypothesis,label
He does not drink,The person currently drinks alcohol.,False
He does not drink,The person drank alcohol in the past.,False
He does not drink,The person is employed part time.,False
He does not drink,The person is employed.,False
He does not drink,The person lives in a housing facility.,False
He does not drink,The person lives in their own or their family's home.,False
He does not drink,The person is a homemaker.,False
He does not drink,The person wasn't a smoker in the past.,False
He does not drink,The person is currently not a smoker.,False
He does not drink,The person currently does not drink alcohol.,True
He does not drink,The person did not drink alcohol in the past.,False
He does not drink,The person is not employed.,False
He does not drink,The person did not use cocaine in the past.,False
He does not drink,The person wasn't a drug user in the past.,False
He does not drink,The person did not use marijuana in the past.,False
He does not drink,The person did not use opioids in the past.,False
He does not drink,The person does not use cocaine.,False
He does not drink,The person is not a drug user.,False
He does not drink,The person does not use marijuana.,False
He does not drink,The person does not use opioids.,False
He does not drink,The person lives in their own or their family's home.,False
He does not drink,The person is retired due to age or preference.,False
He does not drink,The person is retired due to disability.,False
He does not drink,The person is retired due to an unknown reason.,False
He does not drink,The person is a student.,False
He does not drink,The person used cocaine in the past.,False
He does not drink,The person was a drug user in the past.,False
He does not drink,The person used marijuana in the past.,False
He does not drink,The person used opioids in the past.,False
He does not drink,The person uses cocaine.,False
He does not drink,The person is a drug user.,False
He does not drink,The person uses marijuana.,False
He does not drink,The person uses opioids.,False
He does not drink alcohol,The person has access to transportation.,False
He does not drink alcohol,The person was a smoker in the past.,False
He does not drink alcohol,The person is able to obtain food on a consistent basis.,False
He does not drink alcohol,The person is currently a smoker.,False
He does not drink alcohol,The person currently drinks alcohol.,False
He does not drink alcohol,The person drank alcohol in the past.,False
He does not drink alcohol,The person is employed part time.,False
He does not drink alcohol,The person is employed.,False
He does not drink alcohol,The person lives in a housing facility.,False
He does not drink alcohol,The person lives in their own or their family's home.,False
He does not drink alcohol,The person is a homemaker.,False
